DQ_pct_X,TBZ_pct_Y,THI_pct_Z,Z2,density
7,74,19,0.4736,0.2794
7,75,18,0.4633,0.2715
7,76,17,0.4529,0.2633
7,77,16,0.4424,0.2549
7,78,15,0.4319,0.2462
7,79,14,0.4213,0.2373
7,80,13,0.4107,0.2282
7,81,12,0.4001,0.2188
7,82,11,0.3896,0.2093
7,83,10,0.3791,0.1996
7,84,9,0.3686,0.1899
7,85,8,0.3583,0.1800
7,86,7,0.3480,0.1701
7,87,6,0.3378,0.1603
7,88,5,0.3277,0.1505
7,89,4,0.3178,0.1408
7,90,3,0.3080,0.1312
7,91,2,0.2983,0.1219
7,92,1,0.2888,0.1128
7,93,0,0.2794,0.1040
8,0,92,0.7701,0.0545
8,1,91,0.7671,0.0619
8,2,90,0.7640,0.0700
8,3,89,0.7608,0.0788
8,4,88,0.7576,0.0883
8,5,87,0.7543,0.0986
8,6,86,0.7510,0.1096
8,7,85,0.7475,0.1214
8,8,84,0.7440,0.1338
8,9,83,0.7405,0.1470
8,10,82,0.7369,0.1608
8,11,81,0.7332,0.1753
8,12,80,0.7295,0.1903
8,13,79,0.7258,0.2058
8,14,78,0.7220,0.2218
8,15,77,0.7181,0.2381
8,16,76,0.7143,0.2547
8,17,75,0.7105,0.2716
8,18,74,0.7066,0.2885
8,19,73,0.7027,0.3054
8,20,72,0.6989,0.3222
8,21,71,0.6951,0.3389
8,22,70,0.6913,0.3553
8,23,69,0.6876,0.3713
8,24,68,0.6840,0.3868
8,25,67,0.6804,0.4018
8,26,66,0.6769,0.4161
8,27,65,0.6735,0.4297
8,28,64,0.6702,0.4425
8,29,63,0.6670,0.4545
8,30,62,0.6640,0.4655
8,31,61,0.6610,0.4756
8,32,60,0.6582,0.4846
8,33,59,0.6556,0.4927
8,34,58,0.6531,0.4996
8,35,57,0.6507,0.5055
8,36,56,0.6485,0.5102
8,37,55,0.6464,0.5139
8,38,54,0.6444,0.5165
8,39,53,0.6425,0.5180
8,40,52,0.6407,0.5185
8,41,51,0.6390,0.5180
8,42,50,0.6374,0.5165
8,43,49,0.6358,0.5140
8,44,48,0.6343,0.5108
8,45,47,0.6327,0.5067
8,46,46,0.6311,0.5018
8,47,45,0.6295,0.4963
8,48,44,0.6277,0.4902
8,49,43,0.6259,0.4836
8,50,42,0.6239,0.4765
8,51,41,0.6216,0.4690
8,52,40,0.6192,0.4612
8,53,39,0.6165,0.4532
8,54,38,0.6135,0.4450
8,55,37,0.6102,0.4367
